12/06/2019 10:43 AM 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 GetSystemConnectionString method called  	 
12/06/2019 11:01 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610267711 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:01 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610267711 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:06 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610568054 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:06 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610568054 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:06 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610568054 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:06 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610568054 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 Start method 	 
12/06/2019 11:06 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610568054 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 server exception  	 Exception Message - The controller for path '/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping' was not found or does not implement IController. 	 Exception Trace - System.Web.HttpException (0x80004005): The controller for path '/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping' was not found or does not implement IController.
   at System.Web.Mvc.DefaultControllerFactory.GetControllerInstance(RequestContext requestContext, Type controllerType)
   at System.Web.Mvc.DefaultControllerFactory.CreateController(RequestContext requestContext, String controllerName)
   at System.Web.Mvc.MvcHandler.ProcessRequestInit(HttpContextBase httpContext, IController& controller, IControllerFactory& factory)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContextBase httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContext httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.System.Web.IHttpAsyncHandler.BeginProcessRequest(HttpContext context, AsyncCallback cb, Object extraData)
   at System.Web.HttpApplication.CallHandlerExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously) 	 
12/06/2019 11:06 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610568054 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 exception status code return as 404 	 
12/06/2019 11:06 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610568054 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 End method 	 
12/06/2019 11:06 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610568054 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:06 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610568054 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:11 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610868045 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:11 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610868045 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:11 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610868045 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:11 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610868045 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 Start method 	 
12/06/2019 11:11 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610868045 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 server exception  	 Exception Message - The controller for path '/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping' was not found or does not implement IController. 	 Exception Trace - System.Web.HttpException (0x80004005): The controller for path '/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping' was not found or does not implement IController.
   at System.Web.Mvc.DefaultControllerFactory.GetControllerInstance(RequestContext requestContext, Type controllerType)
   at System.Web.Mvc.DefaultControllerFactory.CreateController(RequestContext requestContext, String controllerName)
   at System.Web.Mvc.MvcHandler.ProcessRequestInit(HttpContextBase httpContext, IController& controller, IControllerFactory& factory)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContextBase httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContext httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.System.Web.IHttpAsyncHandler.BeginProcessRequest(HttpContext context, AsyncCallback cb, Object extraData)
   at System.Web.HttpApplication.CallHandlerExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously) 	 
12/06/2019 11:11 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610868045 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 exception status code return as 404 	 
12/06/2019 11:11 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610868045 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 End method 	 
12/06/2019 11:11 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610868045 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:11 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575610868045 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:16 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611168035 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:16 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611168035 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:16 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611168035 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:16 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611168035 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 Start method 	 
12/06/2019 11:16 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611168035 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 server exception  	 Exception Message - The controller for path '/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping' was not found or does not implement IController. 	 Exception Trace - System.Web.HttpException (0x80004005): The controller for path '/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping' was not found or does not implement IController.
   at System.Web.Mvc.DefaultControllerFactory.GetControllerInstance(RequestContext requestContext, Type controllerType)
   at System.Web.Mvc.DefaultControllerFactory.CreateController(RequestContext requestContext, String controllerName)
   at System.Web.Mvc.MvcHandler.ProcessRequestInit(HttpContextBase httpContext, IController& controller, IControllerFactory& factory)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContextBase httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContext httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.System.Web.IHttpAsyncHandler.BeginProcessRequest(HttpContext context, AsyncCallback cb, Object extraData)
   at System.Web.HttpApplication.CallHandlerExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously) 	 
12/06/2019 11:16 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611168035 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 exception status code return as 404 	 
12/06/2019 11:16 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611168035 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 End method 	 
12/06/2019 11:16 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611168035 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:16 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611168035 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Session_Start 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Session_Start 	  	 End Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 New session start - clear session 	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 Start method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 server exception  	 Exception Message - The controller for path '/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping' was not found or does not implement IController. 	 Exception Trace - System.Web.HttpException (0x80004005): The controller for path '/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping' was not found or does not implement IController.
   at System.Web.Mvc.DefaultControllerFactory.GetControllerInstance(RequestContext requestContext, Type controllerType)
   at System.Web.Mvc.DefaultControllerFactory.CreateController(RequestContext requestContext, String controllerName)
   at System.Web.Mvc.MvcHandler.ProcessRequestInit(HttpContextBase httpContext, IController& controller, IControllerFactory& factory)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContextBase httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContext httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.System.Web.IHttpAsyncHandler.BeginProcessRequest(HttpContext context, AsyncCallback cb, Object extraData)
   at System.Web.HttpApplication.CallHandlerExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously) 	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 exception status code return as 404 	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 End method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Application path set for cookies  	 
12/06/2019 11:21 AM 	 http://localhost:52194/8237e31ccccd47f7871fad37879eb46e/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FReports_OS%2FIndex%3Facid%3D326&browserName=Chrome&_=1575611468025 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading.Controllers 	 MenuController 	 SetChildSession 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading.Controllers 	 MenuController 	 SetChildSession 	  	 End Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:21 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:22 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 Start method 	 
12/06/2019 11:22 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 server exception  	 Exception Message - Object reference not set to an instance of an object. 	 Exception Trace - System.NullReferenceException: Object reference not set to an instance of an object.
   at InsiderTrading.Controllers.Reports_OSController.GetYearCodeTypeDropDown(LoginUserDetails objLoginUserDetails) in e:\MyESOPsReleases\10.0.1\Vigilante\Application\InsiderTrading\Controllers\Reports_OSController.cs:line 94
   at InsiderTrading.Controllers.Reports_OSController.Index(Int32 acid) in e:\MyESOPsReleases\10.0.1\Vigilante\Application\InsiderTrading\Controllers\Reports_OSController.cs:line 86
   at lambda_method(Closure , ControllerBase , Object[] )
   at System.Web.Mvc.ActionMethodDispatcher.Execute(ControllerBase controller, Object[] parameters)
   at System.Web.Mvc.ReflectedActionDescriptor.Execute(ControllerContext controllerContext, IDictionary`2 parameters)
   at System.Web.Mvc.ControllerActionInvoker.InvokeActionMethod(ControllerContext controllerContext, ActionDescriptor actionDescriptor, IDictionary`2 parameters)
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.ActionInvocation.InvokeSynchronousActionMethod()
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.<BeginInvokeSynchronousActionMethod>b__36(IAsyncResult asyncResult, ActionInvocation innerInvokeState)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncResult`2.CallEndDelegate(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncResultBase`1.End()
   at System.Web.Mvc.Async.AsyncResultWrapper.End[TResult](IAsyncResult asyncResult, Object tag)
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.EndInvokeActionMethod(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.AsyncInvocationWithFilters.<InvokeActionMethodFilterAsynchronouslyRecursive>b__3c()
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.AsyncInvocationWithFilters.<>c__DisplayClass45.<InvokeActionMethodFilterAsynchronouslyRecursive>b__3e()
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.AsyncInvocationWithFilters.<>c__DisplayClass45.<InvokeActionMethodFilterAsynchronouslyRecursive>b__3e()
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.<>c__DisplayClass30.<BeginInvokeActionMethodWithFilters>b__2f(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncResult`1.CallEndDelegate(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncResultBase`1.End()
   at System.Web.Mvc.Async.AsyncResultWrapper.End[TResult](IAsyncResult asyncResult, Object tag)
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.EndInvokeActionMethodWithFilters(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.<>c__DisplayClass1e.<>c__DisplayClass28.<BeginInvokeAction>b__19()
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.<>c__DisplayClass1e.<BeginInvokeAction>b__1b(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncResult`1.CallEndDelegate(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncResultBase`1.End()
   at System.Web.Mvc.Async.AsyncResultWrapper.End[TResult](IAsyncResult asyncResult, Object tag)
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.EndInvokeAction(IAsyncResult asyncResult)
   at System.Web.Mvc.Controller.<BeginExecuteCore>b__1d(IAsyncResult asyncResult, ExecuteCoreState innerState)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncVoid`1.CallEndDelegate(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncResultBase`1.End()
   at System.Web.Mvc.Async.AsyncResultWrapper.End[TResult](IAsyncResult asyncResult, Object tag)
   at System.Web.Mvc.Async.AsyncResultWrapper.End(IAsyncResult asyncResult, Object tag)
   at System.Web.Mvc.Controller.EndExecuteCore(IAsyncResult asyncResult)
   at System.Web.Mvc.Controller.<BeginExecute>b__15(IAsyncResult asyncResult, Controller controller)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncVoid`1.CallEndDelegate(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncResultBase`1.End()
   at System.Web.Mvc.Async.AsyncResultWrapper.End[TResult](IAsyncResult asyncResult, Object tag)
   at System.Web.Mvc.Async.AsyncResultWrapper.End(IAsyncResult asyncResult, Object tag)
   at System.Web.Mvc.Controller.EndExecute(IAsyncResult asyncResult)
   at System.Web.Mvc.Controller.System.Web.Mvc.Async.IAsyncController.EndExecute(IAsyncResult asyncResult)
   at System.Web.Mvc.MvcHandler.<BeginProcessRequest>b__4(IAsyncResult asyncResult, ProcessRequestState innerState)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncVoid`1.CallEndDelegate(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncResultBase`1.End()
   at System.Web.Mvc.Async.AsyncResultWrapper.End[TResult](IAsyncResult asyncResult, Object tag)
   at System.Web.Mvc.Async.AsyncResultWrapper.End(IAsyncResult asyncResult, Object tag)
   at System.Web.Mvc.MvcHandler.EndProcessRequest(IAsyncResult asyncResult)
   at System.Web.Mvc.MvcHandler.System.Web.IHttpAsyncHandler.EndProcessRequest(IAsyncResult result)
   at System.Web.HttpApplication.CallHandlerExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously) 	 
12/06/2019 11:22 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 exception status code return as  	 
12/06/2019 11:22 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:22 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:22 AM 	 http://localhost:52194/ 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:22 AM 	 http://localhost:52194/ 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
